StudentID,EntryYear,Year,Semester,Module,AttemptType,Grade,GradePoints,Credits,IncludedInGPA,Forgiven
20210034,2021,1,2,Network,Original,A,4.0,3,True,False
20210034,2021,2,1,AI1,Original,B,3.0,3,True,False
20210034,2021,2,1,Cloud1,Original,C,2.0,3,True,False
20210034,2021,2,1,Security1,Original,B,3.0,3,True,False
20210034,2021,2,1,Entrep1,Original,C+,2.5,3,True,False
20230035,2023,1,1,Eng1,Original,B,3.0,3,True,False
20230035,2023,1,1,Maths1,Original,B,3.0,3,True,False
20230035,2023,1,1,IT,Original,C,2.0,3,True,False
20230035,2023,1,1,Dbase,Original,A,4.0,3,True,False
20230035,2023,1,2,Eng2,Original,B+,3.5,3,True,False
20230035,2023,1,2,Maths2,Original,F,0.0,3,False,True
20230035,2023,1,2,Maths2,Resit,A,4.0,3,True,True
20230035,2023,1,2,SoftEng,Original,C+,2.5,3,True,False
20230035,2023,1,2,Network,Original,B,3.0,3,True,False
20230035,2023,2,1,AI1,Original,B,3.0,3,True,False
20230035,2023,2,1,Cloud1,Original,C,2.0,3,True,False
20230035,2023,2,1,Security1,Original,B,3.0,3,True,False
20230035,2023,2,1,Entrep1,Original,B+,3.5,3,True,False
20230035,2023,2,2,AI2,Original,A,4.0,3,True,False
20230035,2023,2,2,Cloud2,Original,B+,3.5,3,True,False
20230035,2023,2,2,Security2,Original,D,1.0,3,False,True
20230035,2023,2,2,Security2,Resit,C,2.0,3,True,True
20230035,2023,2,2,Entrep2,Original,B,3.0,3,True,False
20210036,2021,1,1,Eng1,Original,C,2.0,3,True,False
20210036,2021,1,1,Maths1,Original,D,1.0,3,True,False
20210036,2021,1,1,Maths1,Resit,C+,2.5,3,False,False
20210036,2021,1,1,IT,Original,B,3.0,3,True,False
20210036,2021,1,1,Dbase,Original,C+,2.5,3,True,False
20210036,2021,1,2,Eng2,Original,B+,3.5,3,True,False
20210036,2021,1,2,Maths2,Original,B+,3.5,3,True,False
20210036,2021,1,2,SoftEng,Original,B,3.0,3,True,False
20210036,2021,1,2,Network,Original,C,2.0,3,True,False
20220037,2022,1,1,Eng1,Original,C,2.0,3,True,False
20220037,2022,1,1,Maths1,Original,A,4.0,3,True,False
20220037,2022,1,1,IT,Original,B+,3.5,3,True,False
20220037,2022,1,1,Dbase,Original,D,1.0,3,False,True
20220037,2022,1,1,Dbase,Resit,C,2.0,3,True,True
20230038,2023,1,1,Eng1,Original,D,1.0,3,True,False
20230038,2023,1,1,Eng1,Resit,C,2.0,3,False,False
20230038,2023,1,1,Maths1,Original,B,3.0,3,True,False
20230038,2023,1,1,IT,Original,B,3.0,3,True,False
20230038,2023,1,1,Dbase,Original,B,3.0,3,True,False
20230038,2023,1,2,Eng2,Original,B+,3.5,3,True,False
20230038,2023,1,2,Maths2,Original,A,4.0,3,True,False
20230038,2023,1,2,SoftEng,Original,C+,2.5,3,True,False
20230038,2023,1,2,Network,Original,A,4.0,3,True,False
20230038,2023,2,1,AI1,Original,A,4.0,3,True,False
20230038,2023,2,1,Cloud1,Original,B+,3.5,3,True,False
20230038,2023,2,1,Security1,Original,A,4.0,3,True,False
20230038,2023,2,1,Entrep1,Original,F,0.0,3,True,False
20230038,2023,2,1,Entrep1,Resit,B+,3.5,3,False,False
20230039,2023,1,1,Eng1,Original,C,2.0,3,True,False
20230039,2023,1,1,Maths1,Original,F,0.0,3,True,False
20230039,2023,1,1,Maths1,Resit,B+,3.5,3,False,False
20230039,2023,1,1,IT,Original,A,4.0,3,True,False
20230039,2023,1,1,Dbase,Original,A,4.0,3,True,False
20230039,2023,1,2,Eng2,Original,D,1.0,3,True,False
20230039,2023,1,2,Eng2,Resit,C+,2.5,3,False,False
20230039,2023,1,2,Maths2,Original,C+,2.5,3,True,False
20230039,2023,1,2,SoftEng,Original,B,3.0,3,True,False
20230039,2023,1,2,Network,Original,B+,3.5,3,True,False
20210040,2021,1,1,Eng1,Original,B+,3.5,3,True,False
20210040,2021,1,1,Maths1,Original,B+,3.5,3,True,False
20210040,2021,1,1,IT,Original,B+,3.5,3,True,False
20210040,2021,1,1,Dbase,Original,B+,3.5,3,True,False
20220041,2022,1,1,Eng1,Original,D,1.0,3,True,False
20220041,2022,1,1,Eng1,Resit,A,4.0,3,False,False
20220041,2022,1,1,Maths1,Original,B+,3.5,3,True,False
20220041,2022,1,1,IT,Original,B+,3.5,3,True,False
20220041,2022,1,1,Dbase,Original,B,3.0,3,True,False
20220041,2022,1,2,Eng2,Original,A,4.0,3,True,False
20220041,2022,1,2,Maths2,Original,F,0.0,3,True,False
20220041,2022,1,2,Maths2,Resit,A,4.0,3,False,False
20220041,2022,1,2,SoftEng,Original,C+,2.5,3,True,False
20220041,2022,1,2,Network,Original,B,3.0,3,True,False
20220041,2022,2,1,AI1,Original,B+,3.5,3,True,False
20220041,2022,2,1,Cloud1,Original,B+,3.5,3,True,False
20220041,2022,2,1,Security1,Original,D,1.0,3,True,False
20220041,2022,2,1,Security1,Resit,C,2.0,3,False,False
20220041,2022,2,1,Entrep1,Original,B+,3.5,3,True,False
20220041,2022,2,2,AI2,Original,C,2.0,3,True,False
20220041,2022,2,2,Cloud2,Original,D,1.0,3,True,False
20220041,2022,2,2,Cloud2,Resit,A,4.0,3,False,False
20220041,2022,2,2,Security2,Original,A,4.0,3,True,False
20220041,2022,2,2,Entrep2,Original,A,4.0,3,True,False
20220042,2022,1,1,Eng1,Original,A,4.0,3,True,False
20220042,2022,1,1,Maths1,Original,D,1.0,3,False,True
20220042,2022,1,1,Maths1,Resit,C+,2.5,3,True,True
20220042,2022,1,1,IT,Original,A,4.0,3,True,False
20220042,2022,1,1,Dbase,Original,B+,3.5,3,True,False
20220042,2022,1,2,Eng2,Original,A,4.0,3,True,False
20220042,2022,1,2,Maths2,Original,B,3.0,3,True,False
20220042,2022,1,2,SoftEng,Original,D,1.0,3,True,False
20220042,2022,1,2,SoftEng,Resit,C+,2.5,3,False,False
20220042,2022,1,2,Network,Original,B,3.0,3,True,False
20220042,2022,2,1,AI1,Original,B,3.0,3,True,False
20220042,2022,2,1,Cloud1,Original,C+,2.5,3,True,False
20220042,2022,2,1,Security1,Original,C,2.0,3,True,False
20220042,2022,2,1,Entrep1,Original,D,1.0,3,True,False
20220042,2022,2,1,Entrep1,Resit,B+,3.5,3,False,False
20220042,2022,2,2,AI2,Original,F,0.0,3,True,False
20220042,2022,2,2,AI2,Resit,B,3.0,3,False,False
20220042,2022,2,2,Cloud2,Original,D,1.0,3,True,False
20220042,2022,2,2,Cloud2,Resit,A,4.0,3,False,False
20220042,2022,2,2,Security2,Original,A,4.0,3,True,False
20220042,2022,2,2,Entrep2,Original,C+,2.5,3,True,False
20240043,2024,1,1,Eng1,Original,B+,3.5,3,True,False
20240043,2024,1,1,Maths1,Original,B+,3.5,3,True,False
20240043,2024,1,1,IT,Original,C+,2.5,3,True,False
20240043,2024,1,1,Dbase,Original,B,3.0,3,True,False
20240043,2024,1,2,Eng2,Original,B,3.0,3,True,False
20240043,2024,1,2,Maths2,Original,B,3.0,3,True,False
20240043,2024,1,2,SoftEng,Original,B,3.0,3,True,False
20240043,2024,1,2,Network,Original,A,4.0,3,True,False
20240043,2024,2,1,AI1,Original,B,3.0,3,True,False
20240043,2024,2,1,Cloud1,Original,A,4.0,3,True,False
20240043,2024,2,1,Security1,Original,B+,3.5,3,True,False
20240043,2024,2,1,Entrep1,Original,C,2.0,3,True,False
20240043,2024,2,2,AI2,Original,D,1.0,3,False,True
20240043,2024,2,2,AI2,Resit,B+,3.5,3,True,True
20240043,2024,2,2,Cloud2,Original,A,4.0,3,True,False
20240043,2024,2,2,Security2,Original,C,2.0,3,True,False
20240043,2024,2,2,Entrep2,Original,B+,3.5,3,True,False
20240044,2024,1,1,Eng1,Original,C,2.0,3,True,False
20240044,2024,1,1,Maths1,Original,B,3.0,3,True,False
20240044,2024,1,1,IT,Original,A,4.0,3,True,False
20240044,2024,1,1,Dbase,Original,D,1.0,3,True,False
20240044,2024,1,1,Dbase,Resit,B+,3.5,3,False,False
20240044,2024,1,2,Eng2,Original,B,3.0,3,True,False
20240044,2024,1,2,Maths2,Original,C+,2.5,3,True,False
20240044,2024,1,2,SoftEng,Original,C,2.0,3,True,False
20240044,2024,1,2,Network,Original,B,3.0,3,True,False
20240044,2024,2,1,AI1,Original,C,2.0,3,True,False
20240044,2024,2,1,Cloud1,Original,D,1.0,3,True,False
20240044,2024,2,1,Cloud1,Resit,C,2.0,3,False,False
20240044,2024,2,1,Security1,Original,B,3.0,3,True,False
20240044,2024,2,1,Entrep1,Original,B+,3.5,3,True,False
20220045,2022,1,1,Eng1,Original,B,3.0,3,True,False
20220045,2022,1,1,Maths1,Original,B+,3.5,3,True,False
20220045,2022,1,1,IT,Original,B,3.0,3,True,False
20220045,2022,1,1,Dbase,Original,A,4.0,3,True,False
20220045,2022,1,2,Eng2,Original,A,4.0,3,True,False
20220045,2022,1,2,Maths2,Original,D,1.0,3,True,False
20220045,2022,1,2,Maths2,Resit,C,2.0,3,False,False
20220045,2022,1,2,SoftEng,Original,B,3.0,3,True,False
20220045,2022,1,2,Network,Original,D,1.0,3,True,False
20220045,2022,1,2,Network,Resit,B+,3.5,3,False,False
20220045,2022,2,1,AI1,Original,A,4.0,3,True,False
20220045,2022,2,1,Cloud1,Original,B+,3.5,3,True,False
20220045,2022,2,1,Security1,Original,A,4.0,3,True,False
20220045,2022,2,1,Entrep1,Original,C+,2.5,3,True,False
20220045,2022,2,2,AI2,Original,B,3.0,3,True,False
20220045,2022,2,2,Cloud2,Original,B,3.0,3,True,False
20220045,2022,2,2,Security2,Original,A,4.0,3,True,False
20220045,2022,2,2,Entrep2,Original,B+,3.5,3,True,False
20210046,2021,1,1,Eng1,Original,A,4.0,3,True,False
20210046,2021,1,1,Maths1,Original,F,0.0,3,True,False
20210046,2021,1,1,Maths1,Resit,B+,3.5,3,False,False
20210046,2021,1,1,IT,Original,B+,3.5,3,True,False
20210046,2021,1,1,Dbase,Original,B,3.0,3,True,False
20210046,2021,1,2,Eng2,Original,B,3.0,3,True,False
20210046,2021,1,2,Maths2,Original,B+,3.5,3,True,False
20210046,2021,1,2,SoftEng,Original,B+,3.5,3,True,False
20210046,2021,1,2,Network,Original,A,4.0,3,True,False
20210046,2021,2,1,AI1,Original,C+,2.5,3,True,False
20210046,2021,2,1,Cloud1,Original,C+,2.5,3,True,False
20210046,2021,2,1,Security1,Original,B,3.0,3,True,False
20210046,2021,2,1,Entrep1,Original,C+,2.5,3,True,False
20210046,2021,2,2,AI2,Original,B,3.0,3,True,False
20210046,2021,2,2,Cloud2,Original,D,1.0,3,False,True
20210046,2021,2,2,Cloud2,Resit,A,4.0,3,True,True
20210046,2021,2,2,Security2,Original,C+,2.5,3,True,False
20210046,2021,2,2,Entrep2,Original,C+,2.5,3,True,False
20220047,2022,1,1,Eng1,Original,B+,3.5,3,True,False
20220047,2022,1,1,Maths1,Original,C,2.0,3,True,False
20220047,2022,1,1,IT,Original,D,1.0,3,True,False
20220047,2022,1,1,IT,Resit,A,4.0,3,False,False
20220047,2022,1,1,Dbase,Original,C+,2.5,3,True,False
20220047,2022,1,2,Eng2,Original,B,3.0,3,True,False
20220047,2022,1,2,Maths2,Original,A,4.0,3,True,False
20220047,2022,1,2,SoftEng,Original,B,3.0,3,True,False
20220047,2022,1,2,Network,Original,B,3.0,3,True,False
20220047,2022,2,1,AI1,Original,B+,3.5,3,True,False
20220047,2022,2,1,Cloud1,Original,B+,3.5,3,True,False
20220047,2022,2,1,Security1,Original,D,1.0,3,True,False
20220047,2022,2,1,Security1,Resit,B,3.0,3,False,False
20220047,2022,2,1,Entrep1,Original,C+,2.5,3,True,False
20220047,2022,2,2,AI2,Original,B+,3.5,3,True,False
20220047,2022,2,2,Cloud2,Original,D,1.0,3,False,True
20220047,2022,2,2,Cloud2,Resit,C+,2.5,3,True,True
20220047,2022,2,2,Security2,Original,B,3.0,3,True,False
20220047,2022,2,2,Entrep2,Original,A,4.0,3,True,False
20230048,2023,1,1,Eng1,Original,F,0.0,3,True,False
20230048,2023,1,1,Eng1,Resit,C+,2.5,3,False,False
20230048,2023,1,1,Maths1,Original,C+,2.5,3,True,False
20230048,2023,1,1,IT,Original,B+,3.5,3,True,False
20230048,2023,1,1,Dbase,Original,B,3.0,3,True,False
20230048,2023,1,2,Eng2,Original,B+,3.5,3,True,False
20230048,2023,1,2,Maths2,Original,B,3.0,3,True,False
20230048,2023,1,2,SoftEng,Original,D,1.0,3,True,False
20230048,2023,1,2,SoftEng,Resit,C+,2.5,3,False,False
20230048,2023,1,2,Network,Original,A,4.0,3,True,False
20210049,2021,1,1,Eng1,Original,B,3.0,3,True,False
20210049,2021,1,1,Maths1,Original,B,3.0,3,True,False
20210049,2021,1,1,IT,Original,D,1.0,3,True,False
20210049,2021,1,1,IT,Resit,C+,2.5,3,False,False
20210049,2021,1,1,Dbase,Original,C+,2.5,3,True,False
20210049,2021,1,2,Eng2,Original,F,0.0,3,False,True
20210049,2021,1,2,Eng2,Resit,C,2.0,3,True,True
20210049,2021,1,2,Maths2,Original,A,4.0,3,True,False
20210049,2021,1,2,SoftEng,Original,C,2.0,3,True,False
20210049,2021,1,2,Network,Original,D,1.0,3,True,False
20210049,2021,1,2,Network,Resit,B+,3.5,3,False,False
20240050,2024,1,1,Eng1,Original,C+,2.5,3,True,False
20240050,2024,1,1,Maths1,Original,C+,2.5,3,True,False
20240050,2024,1,1,IT,Original,C+,2.5,3,True,False
20240050,2024,1,1,Dbase,Original,D,1.0,3,True,False
20240050,2024,1,1,Dbase,Resit,A,4.0,3,False,False
20240050,2024,1,2,Eng2,Original,C+,2.5,3,True,False
20240050,2024,1,2,Maths2,Original,D,1.0,3,True,False
20240050,2024,1,2,Maths2,Resit,C,2.0,3,False,False
20240050,2024,1,2,SoftEng,Original,B,3.0,3,True,False
20240050,2024,1,2,Network,Original,B+,3.5,3,True,False
20240050,2024,2,1,AI1,Original,C,2.0,3,True,False
20240050,2024,2,1,Cloud1,Original,B+,3.5,3,True,False
20240050,2024,2,1,Security1,Original,A,4.0,3,True,False
20240050,2024,2,1,Entrep1,Original,B+,3.5,3,True,False
20240050,2024,2,2,AI2,Original,F,0.0,3,False,True
20240050,2024,2,2,AI2,Resit,B+,3.5,3,True,True
20240050,2024,2,2,Cloud2,Original,C+,2.5,3,True,False
20240050,2024,2,2,Security2,Original,B,3.0,3,True,False
20240050,2024,2,2,Entrep2,Original,D,1.0,3,True,False
20240050,2024,2,2,Entrep2,Resit,B,3.0,3,False,False
20210051,2021,1,1,Eng1,Original,B+,3.5,3,True,False
20210051,2021,1,1,Maths1,Original,B+,3.5,3,True,False
20210051,2021,1,1,IT,Original,A,4.0,3,True,False
20210051,2021,1,1,Dbase,Original,C+,2.5,3,True,False
20210051,2021,1,2,Eng2,Original,B,3.0,3,True,False
20210051,2021,1,2,Maths2,Original,A,4.0,3,True,False
20210051,2021,1,2,SoftEng,Original,B+,3.5,3,True,False
20210051,2021,1,2,Network,Original,B,3.0,3,True,False
20210051,2021,2,1,AI1,Original,C+,2.5,3,True,False
20210051,2021,2,1,Cloud1,Original,A,4.0,3,True,False
20210051,2021,2,1,Security1,Original,B,3.0,3,True,False
20210051,2021,2,1,Entrep1,Original,C+,2.5,3,True,False
20210051,2021,2,2,AI2,Original,D,1.0,3,True,False
20210051,2021,2,2,AI2,Resit,C,2.0,3,False,False
20210051,2021,2,2,Cloud2,Original,C+,2.5,3,True,False
20210051,2021,2,2,Security2,Original,C,2.0,3,True,False
20210051,2021,2,2,Entrep2,Original,C+,2.5,3,True,False
20240052,2024,1,1,Eng1,Original,B,3.0,3,True,False
20240052,2024,1,1,Maths1,Original,C+,2.5,3,True,False
20240052,2024,1,1,IT,Original,B,3.0,3,True,False
20240052,2024,1,1,Dbase,Original,C+,2.5,3,True,False
20240052,2024,1,2,Eng2,Original,B+,3.5,3,True,False
20240052,2024,1,2,Maths2,Original,B,3.0,3,True,False
20240052,2024,1,2,SoftEng,Original,F,0.0,3,True,False
20240052,2024,1,2,SoftEng,Resit,B+,3.5,3,False,False
20240052,2024,1,2,Network,Original,B,3.0,3,True,False
20240052,2024,2,1,AI1,Original,C+,2.5,3,True,False
20240052,2024,2,1,Cloud1,Original,A,4.0,3,True,False
20240052,2024,2,1,Security1,Original,B,3.0,3,True,False
20240052,2024,2,1,Entrep1,Original,B,3.0,3,True,False
20230053,2023,1,1,Eng1,Original,D,1.0,3,True,False
20230053,2023,1,1,Eng1,Resit,B+,3.5,3,False,False
20230053,2023,1,1,Maths1,Original,C,2.0,3,True,False
20230053,2023,1,1,IT,Original,C,2.0,3,True,False
20230053,2023,1,1,Dbase,Original,B+,3.5,3,True,False
20230053,2023,1,2,Eng2,Original,F,0.0,3,True,False
20230053,2023,1,2,Eng2,Resit,A,4.0,3,False,False
20230053,2023,1,2,Maths2,Original,D,1.0,3,True,False
20230053,2023,1,2,Maths2,Resit,B+,3.5,3,False,False
20230053,2023,1,2,SoftEng,Original,B+,3.5,3,True,False
20230053,2023,1,2,Network,Original,B,3.0,3,True,False
20230053,2023,2,1,AI1,Original,D,1.0,3,True,False
20230053,2023,2,1,AI1,Resit,A,4.0,3,False,False
20230053,2023,2,1,Cloud1,Original,B,3.0,3,True,False
20230053,2023,2,1,Security1,Original,D,1.0,3,False,True
20230053,2023,2,1,Security1,Resit,A,4.0,3,True,True
20230053,2023,2,1,Entrep1,Original,B,3.0,3,True,False
20230053,2023,2,2,AI2,Original,B,3.0,3,True,False
20230053,2023,2,2,Cloud2,Original,A,4.0,3,True,False
20230053,2023,2,2,Security2,Original,B+,3.5,3,True,False
20230053,2023,2,2,Entrep2,Original,D,1.0,3,True,False
20230053,2023,2,2,Entrep2,Resit,C+,2.5,3,False,False
20240054,2024,1,1,Eng1,Original,B+,3.5,3,True,False
20240054,2024,1,1,Maths1,Original,A,4.0,3,True,False
20240054,2024,1,1,IT,Original,B,3.0,3,True,False
20240054,2024,1,1,Dbase,Original,B,3.0,3,True,False
20240054,2024,1,2,Eng2,Original,F,0.0,3,True,False
20240054,2024,1,2,Eng2,Resit,A,4.0,3,False,False
20240054,2024,1,2,Maths2,Original,A,4.0,3,True,False
20240054,2024,1,2,SoftEng,Original,A,4.0,3,True,False
20240054,2024,1,2,Network,Original,D,1.0,3,True,False
20240054,2024,1,2,Network,Resit,C,2.0,3,False,False
20240054,2024,2,1,AI1,Original,F,0.0,3,True,False
20240054,2024,2,1,AI1,Resit,C,2.0,3,False,False
20240054,2024,2,1,Cloud1,Original,B+,3.5,3,True,False
20240054,2024,2,1,Security1,Original,A,4.0,3,True,False
20240054,2024,2,1,Entrep1,Original,B,3.0,3,True,False
20240054,2024,2,2,AI2,Original,C+,2.5,3,True,False
20240054,2024,2,2,Cloud2,Original,B,3.0,3,True,False
20240054,2024,2,2,Security2,Original,C,2.0,3,True,False
20240054,2024,2,2,Entrep2,Original,C,2.0,3,True,False
20220055,2022,1,1,Eng1,Original,A,4.0,3,True,False
20220055,2022,1,1,Maths1,Original,B+,3.5,3,True,False
20220055,2022,1,1,IT,Original,C,2.0,3,True,False
20220055,2022,1,1,Dbase,Original,B+,3.5,3,True,False
20220055,2022,1,2,Eng2,Original,B+,3.5,3,True,False
20220055,2022,1,2,Maths2,Original,C+,2.5,3,True,False
20220055,2022,1,2,SoftEng,Original,C,2.0,3,True,False
20220055,2022,1,2,Network,Original,D,1.0,3,True,False
20220055,2022,1,2,Network,Resit,B,3.0,3,False,False
20220055,2022,2,1,AI1,Original,C,2.0,3,True,False
20220055,2022,2,1,Cloud1,Original,A,4.0,3,True,False
20220055,2022,2,1,Security1,Original,C,2.0,3,True,False
20220055,2022,2,1,Entrep1,Original,A,4.0,3,True,False
20210056,2021,1,1,Eng1,Original,A,4.0,3,True,False
20210056,2021,1,1,Maths1,Original,C+,2.5,3,True,False
20210056,2021,1,1,IT,Original,B+,3.5,3,True,False
20210056,2021,1,1,Dbase,Original,B+,3.5,3,True,False
20210056,2021,1,2,Eng2,Original,B+,3.5,3,True,False
20210056,2021,1,2,Maths2,Original,C+,2.5,3,True,False
20210056,2021,1,2,SoftEng,Original,B+,3.5,3,True,False
20210056,2021,1,2,Network,Original,B,3.0,3,True,False
20210056,2021,2,1,AI1,Original,C,2.0,3,True,False
20210056,2021,2,1,Cloud1,Original,D,1.0,3,True,False
20210056,2021,2,1,Cloud1,Resit,B+,3.5,3,False,False
20210056,2021,2,1,Security1,Original,B+,3.5,3,True,False
20210056,2021,2,1,Entrep1,Original,A,4.0,3,True,False
20210056,2021,2,2,AI2,Original,D,1.0,3,True,False
20210056,2021,2,2,AI2,Resit,C+,2.5,3,False,False
20210056,2021,2,2,Cloud2,Original,B+,3.5,3,True,False
20210056,2021,2,2,Security2,Original,C+,2.5,3,True,False
20210056,2021,2,2,Entrep2,Original,C,2.0,3,True,False
20230057,2023,1,1,Eng1,Original,C,2.0,3,True,False
20230057,2023,1,1,Maths1,Original,D,1.0,3,True,False
20230057,2023,1,1,Maths1,Resit,C+,2.5,3,False,False
20230057,2023,1,1,IT,Original,D,1.0,3,True,False
20230057,2023,1,1,IT,Resit,A,4.0,3,False,False
20230057,2023,1,1,Dbase,Original,C,2.0,3,True,False
20230057,2023,1,2,Eng2,Original,B,3.0,3,True,False
20230057,2023,1,2,Maths2,Original,D,1.0,3,True,False
20230057,2023,1,2,Maths2,Resit,C+,2.5,3,False,False
20230057,2023,1,2,SoftEng,Original,B,3.0,3,True,False
20230057,2023,1,2,Network,Original,D,1.0,3,True,False
20230057,2023,1,2,Network,Resit,B,3.0,3,False,False
20230058,2023,1,1,Eng1,Original,F,0.0,3,True,False
20230058,2023,1,1,Eng1,Resit,C,2.0,3,False,False
20230058,2023,1,1,Maths1,Original,B+,3.5,3,True,False
20230058,2023,1,1,IT,Original,C+,2.5,3,True,False
20230058,2023,1,1,Dbase,Original,B,3.0,3,True,False
20230058,2023,1,2,Eng2,Original,D,1.0,3,True,False
20230058,2023,1,2,Eng2,Resit,A,4.0,3,False,False
20230058,2023,1,2,Maths2,Original,D,1.0,3,True,False
20230058,2023,1,2,Maths2,Resit,B+,3.5,3,False,False
20230058,2023,1,2,SoftEng,Original,A,4.0,3,True,False
20230058,2023,1,2,Network,Original,B+,3.5,3,True,False
20230058,2023,2,1,AI1,Original,D,1.0,3,True,False
20230058,2023,2,1,AI1,Resit,C+,2.5,3,False,False
20230058,2023,2,1,Cloud1,Original,B,3.0,3,True,False
20230058,2023,2,1,Security1,Original,B,3.0,3,True,False
20230058,2023,2,1,Entrep1,Original,C+,2.5,3,True,False
20230058,2023,2,2,AI2,Original,D,1.0,3,True,False
20230058,2023,2,2,AI2,Resit,B,3.0,3,False,False
20230058,2023,2,2,Cloud2,Original,B+,3.5,3,True,False
20230058,2023,2,2,Security2,Original,D,1.0,3,True,False
20230058,2023,2,2,Security2,Resit,A,4.0,3,False,False
20230058,2023,2,2,Entrep2,Original,F,0.0,3,True,False
20230058,2023,2,2,Entrep2,Resit,C+,2.5,3,False,False
20230059,2023,1,1,Eng1,Original,D,1.0,3,False,True
20230059,2023,1,1,Eng1,Resit,B,3.0,3,True,True
20230059,2023,1,1,Maths1,Original,C+,2.5,3,True,False
20230059,2023,1,1,IT,Original,A,4.0,3,True,False
20230059,2023,1,1,Dbase,Original,D,1.0,3,False,True
20230059,2023,1,1,Dbase,Resit,C+,2.5,3,True,True
20230059,2023,1,2,Eng2,Original,A,4.0,3,True,False
20230059,2023,1,2,Maths2,Original,A,4.0,3,True,False
20230059,2023,1,2,SoftEng,Original,A,4.0,3,True,False
20230059,2023,1,2,Network,Original,B,3.0,3,True,False
20230059,2023,2,1,AI1,Original,B+,3.5,3,True,False
20230059,2023,2,1,Cloud1,Original,B+,3.5,3,True,False
20230059,2023,2,1,Security1,Original,B,3.0,3,True,False
20230059,2023,2,1,Entrep1,Original,C+,2.5,3,True,False
20230059,2023,2,2,AI2,Original,D,1.0,3,True,False
20230059,2023,2,2,AI2,Resit,A,4.0,3,False,False
20230059,2023,2,2,Cloud2,Original,C+,2.5,3,True,False
20230059,2023,2,2,Security2,Original,B,3.0,3,True,False
20230059,2023,2,2,Entrep2,Original,C,2.0,3,True,False
20220060,2022,1,1,Eng1,Original,B,3.0,3,True,False
20220060,2022,1,1,Maths1,Original,C+,2.5,3,True,False
20220060,2022,1,1,IT,Original,A,4.0,3,True,False
20220060,2022,1,1,Dbase,Original,B,3.0,3,True,False
20220060,2022,1,2,Eng2,Original,B+,3.5,3,True,False
20220060,2022,1,2,Maths2,Original,B,3.0,3,True,False
20220060,2022,1,2,SoftEng,Original,D,1.0,3,True,False
20220060,2022,1,2,SoftEng,Resit,C,2.0,3,False,False
20220060,2022,1,2,Network,Original,A,4.0,3,True,False
20220060,2022,2,1,AI1,Original,B+,3.5,3,True,False
20220060,2022,2,1,Cloud1,Original,B+,3.5,3,True,False
20220060,2022,2,1,Security1,Original,C,2.0,3,True,False
20220060,2022,2,1,Entrep1,Original,A,4.0,3,True,False
20230061,2023,1,1,Eng1,Original,C+,2.5,3,True,False
20230061,2023,1,1,Maths1,Original,B+,3.5,3,True,False
20230061,2023,1,1,IT,Original,A,4.0,3,True,False
20230061,2023,1,1,Dbase,Original,B,3.0,3,True,False
20220062,2022,1,1,Eng1,Original,B+,3.5,3,True,False
20220062,2022,1,1,Maths1,Original,C+,2.5,3,True,False
20220062,2022,1,1,IT,Original,C,2.0,3,True,False
20220062,2022,1,1,Dbase,Original,B+,3.5,3,True,False
20210063,2021,1,1,Eng1,Original,B+,3.5,3,True,False
20210063,2021,1,1,Maths1,Original,A,4.0,3,True,False
20210063,2021,1,1,IT,Original,A,4.0,3,True,False
20210063,2021,1,1,Dbase,Original,B+,3.5,3,True,False
20210063,2021,1,2,Eng2,Original,A,4.0,3,True,False
20210063,2021,1,2,Maths2,Original,C,2.0,3,True,False
20210063,2021,1,2,SoftEng,Original,A,4.0,3,True,False
20210063,2021,1,2,Network,Original,C,2.0,3,True,False
20210063,2021,2,1,AI1,Original,C+,2.5,3,True,False
20210063,2021,2,1,Cloud1,Original,C+,2.5,3,True,False
20210063,2021,2,1,Security1,Original,B+,3.5,3,True,False
20210063,2021,2,1,Entrep1,Original,D,1.0,3,False,True
20210063,2021,2,1,Entrep1,Resit,A,4.0,3,True,True
20210063,2021,2,2,AI2,Original,B+,3.5,3,True,False
20210063,2021,2,2,Cloud2,Original,A,4.0,3,True,False
20210063,2021,2,2,Security2,Original,C,2.0,3,True,False
20210063,2021,2,2,Entrep2,Original,D,1.0,3,True,False
20210063,2021,2,2,Entrep2,Resit,A,4.0,3,False,False
20210064,2021,1,1,Eng1,Original,C,2.0,3,True,False
20210064,2021,1,1,Maths1,Original,C+,2.5,3,True,False
20210064,2021,1,1,IT,Original,B,3.0,3,True,False
20210064,2021,1,1,Dbase,Original,A,4.0,3,True,False
20210064,2021,1,2,Eng2,Original,A,4.0,3,True,False
20210064,2021,1,2,Maths2,Original,A,4.0,3,True,False
20210064,2021,1,2,SoftEng,Original,F,0.0,3,True,False
20210064,2021,1,2,SoftEng,Resit,B,3.0,3,False,False
20210064,2021,1,2,Network,Original,C,2.0,3,True,False
20210064,2021,2,1,AI1,Original,A,4.0,3,True,False
20210064,2021,2,1,Cloud1,Original,D,1.0,3,True,False
20210064,2021,2,1,Cloud1,Resit,B+,3.5,3,False,False
20210064,2021,2,1,Security1,Original,C+,2.5,3,True,False
20210064,2021,2,1,Entrep1,Original,B,3.0,3,True,False
20210064,2021,2,2,AI2,Original,A,4.0,3,True,False
20210064,2021,2,2,Cloud2,Original,D,1.0,3,False,True
20210064,2021,2,2,Cloud2,Resit,A,4.0,3,True,True
